id,image_name,label,text_extracted,text_processed
0,image_1.jpg,not_offensive,,
1,image_2.jpeg,not_offensive,,
2,image_3.JPG,not_offensive,,
3,image_4.png,offensive,,
4,image_5.png,offensive,,
5,image_6.jpg,offensive,,
6,image_7.png,not_offensive,,
7,image_8.jpg,not_offensive,,
8,image_9.jpg,offensive,,
9,image_10.png,offensive,,
10,image_11.jpg,offensive,,
11,image_12.jpg,offensive,,
12,image_13.png,not_offensive,,
13,image_14.png,not_offensive,,
14,image_15.jpg,not_offensive,,
15,image_16.png,not_offensive,,
16,image_17.jpg,offensive,,
17,image_18.jpg,offensive,,
18,image_19.png,offensive,,
19,image_20.png,not_offensive,,
20,image_21.jpg,not_offensive,,
21,image_22.jpg,not_offensive,,
22,image_23.jpeg,offensive,,
23,image_24.jpg,offensive,,
24,image_25.jpg,not_offensive,,
25,image_26.jpeg,not_offensive,,
26,image_27.jpeg,offensive,,
27,image_28.jpg,offensive,,
28,image_29.jpg,offensive,,
29,image_30.jpg,offensive,,
30,image_31.jpg,offensive,,
31,image_32.jpg,offensive,,
32,image_33.jpg,not_offensive,,
33,image_34.jpg,not_offensive,,
34,image_35.png,offensive,,
35,image_36.jpg,not_offensive,,
36,image_37.png,offensive,,
37,image_38.jpg,not_offensive,,
38,image_39.png,offensive,,
39,image_40.jpg,offensive,,
40,image_41.PNG,offensive,,
41,image_42.jpg,not_offensive,,
42,image_43.jpeg,not_offensive,,
43,image_44.jpg,not_offensive,,
44,image_45.jpeg,not_offensive,,
45,image_46.jpg,offensive,,
46,image_47.jpg,offensive,,
47,image_48.jpg,not_offensive,,
48,image_49.png,not_offensive,,
49,image_50.jpg,offensive,,
50,image_51.jpg,not_offensive,,
51,image_52.jpg,not_offensive,,
52,image_53.jpg,not_offensive,,
53,image_54.jpg,not_offensive,,
54,image_55.jpg,offensive,,
55,image_56.jpg,not_offensive,,
56,image_57.jpg,offensive,,
57,image_58.jpg,offensive,,
58,image_59.jpg,not_offensive,,
59,image_60.jpg,not_offensive,,
60,image_61.jpg,offensive,,
61,image_62.jpg,not_offensive,,
62,image_63.png,offensive,,
63,image_64.jpg,offensive,,
64,image_65.jpg,offensive,,
65,image_66.jpg,offensive,,
66,image_67.jpg,not_offensive,,
67,image_68.jpg,offensive,,
68,image_69.jpeg,offensive,,
69,image_70.jpg,offensive,,
70,image_71.jpg,offensive,,
71,image_72.jpg,not_offensive,,
72,image_73.png,not_offensive,,
73,image_74.jpg,offensive,,
74,image_75.jpg,not_offensive,,
75,image_76.png,not_offensive,,
76,image_77.jpeg,not_offensive,,
77,image_78.png,offensive,,
78,image_79.jpg,not_offensive,,
79,image_80.jpg,offensive,,
80,image_81.jpg,not_offensive,,
81,image_82.jpg,offensive,,
82,image_83.png,offensive,,
83,image_84.png,not_offensive,,
84,image_85.jpg,not_offensive,,
85,image_86.jpg,offensive,,
86,image_87.jpg,not_offensive,,
87,image_88.jpg,not_offensive,,
88,image_89.jpg,offensive,,
89,image_90.jpg,not_offensive,,
90,image_91.jpg,offensive,,
91,image_92.jpg,not_offensive,,
92,image_93.jpg,not_offensive,,
93,image_94.jpg,offensive,,
94,image_95.jpg,offensive,,
95,image_96.jpg,not_offensive,,
96,image_97.jpg,offensive,,
97,image_98.jpg,offensive,,
98,image_99.png,offensive,,
99,image_100.jpg,offensive,,
100,image_101.jpg,offensive,,
101,image_102.jpg,offensive,,
102,image_103.png,not_offensive,,
103,image_104.png,not_offensive,,
104,image_105.png,offensive,,
105,image_106.jpg,offensive,,
106,image_107.jpg,offensive,,
107,image_108.jpg,not_offensive,,
108,image_109.jpg,not_offensive,,
109,image_110.jpg,not_offensive,,
110,image_111.jpg,offensive,,
111,image_112.jpg,not_offensive,,
112,image_113.jpeg,not_offensive,,
113,image_114.jpeg,not_offensive,,
114,image_115.jpg,not_offensive,,
115,image_116.jpeg,offensive,,
116,image_117.jpg,offensive,,
117,image_118.jpg,not_offensive,,
118,image_119.jpg,offensive,,
119,image_120.jpg,not_offensive,,
120,image_121.jpg,offensive,,
121,image_122.png,not_offensive,,
122,image_123.png,offensive,,
123,image_124.png,not_offensive,,
124,image_125.jpg,not_offensive,,
125,image_126.jpg,not_offensive,,
126,image_127.jpg,offensive,,
127,image_128.jpg,offensive,,
128,image_129.jpg,offensive,,
129,image_130.png,not_offensive,,
130,image_131.jpg,not_offensive,,
131,image_132.png,not_offensive,,
132,image_133.jpg,not_offensive,,
133,image_134.jpg,not_offensive,,
134,image_135.jpg,offensive,,
135,image_136.jpg,not_offensive,,
136,image_137.jpg,offensive,,
137,image_138.jpg,not_offensive,,
138,image_139.jpg,offensive,,
139,image_140.jpg,not_offensive,,
140,image_141.jpg,offensive,,
141,image_142.jpg,offensive,,
142,image_143.png,not_offensive,,
143,image_144.png,offensive,,
144,image_145.png,offensive,,
145,image_146.jpg,not_offensive,,
146,image_147.jpg,not_offensive,,
147,image_148.jpg,offensive,,
148,image_149.png,hateful_offensive,,
149,image_150.png,not_offensive,,
150,image_151.jpg,offensive,,
151,image_152.png,not_offensive,,
152,image_153.png,offensive,,
153,image_154.png,not_offensive,,
154,image_155.png,offensive,,
155,image_156.png,offensive,,
156,image_157.png,offensive,,
157,image_158.jpg,offensive,,
158,image_159.jpg,offensive,,
159,image_160.jpg,offensive,,
160,image_161.jpg,offensive,,
161,image_162.jpg,not_offensive,,
162,image_163.jpeg,offensive,,
163,image_164.jpg,not_offensive,,
164,image_165.jpg,not_offensive,,
165,image_166.jpg,not_offensive,,
166,image_167.jpg,not_offensive,,
167,image_168.jpg,offensive,,
168,image_169.jpeg,not_offensive,,
169,image_170.jpeg,offensive,,
170,image_171.jpeg,offensive,,
171,image_172.jpg,offensive,,
172,image_173.jpg,offensive,,
173,image_174.jpg,not_offensive,,
174,image_175.jpg,not_offensive,,
175,image_176.jpeg,offensive,,
176,image_177.jpeg,not_offensive,,
177,image_178.jpg,not_offensive,,
178,image_179.jpg,offensive,,
179,image_180.jpeg,offensive,,
180,image_181.jpg,offensive,,
181,image_182.jpg,not_offensive,,
182,image_183.jpg,offensive,,
183,image_184.jpg,not_offensive,,
184,image_185.jpg,offensive,,
185,image_186.jpg,offensive,,
186,image_187.jpg,not_offensive,,
187,image_188.jpg,not_offensive,,
188,image_189.jpg,offensive,,
189,image_190.jpg,not_offensive,,
190,image_191.jpg,offensive,,
191,image_192.jpg,offensive,,
192,image_193.png,offensive,,
193,image_194.jpg,not_offensive,,
194,image_195.png,offensive,,
195,image_196.png,not_offensive,,
196,image_197.png,not_offensive,,
197,image_198.jpg,offensive,,
198,image_199.jpg,offensive,,
199,image_200.jpg,not_offensive,,
200,image_201.png,offensive,,
201,image_202.png,not_offensive,,
202,image_203.JPG,hateful_offensive,,
203,image_204.png,offensive,,
204,image_205.jpg,offensive,,
205,image_206.png,offensive,,
206,image_207.jpg,offensive,,
207,image_208.jpg,offensive,,
208,image_209.png,offensive,,
209,image_210.jpeg,not_offensive,,
210,image_211.jpg,offensive,,
211,image_212.png,offensive,,
212,image_213.png,offensive,,
213,image_214.jpg,hateful_offensive,,
214,image_215.png,not_offensive,,
215,image_216.jpg,offensive,,
216,image_217.jpg,offensive,,
217,image_218.jpg,not_offensive,,
218,image_219.jpg,not_offensive,,
219,image_220.png,offensive,,
220,image_221.png,offensive,,
221,image_222.png,offensive,,
222,image_223.png,not_offensive,,
223,image_224.jpg,offensive,,
224,image_225.jpg,offensive,,
225,image_226.jpg,offensive,,
226,image_227.jpg,offensive,,
227,image_228.jpg,offensive,,
228,image_229.jpg,not_offensive,,
229,image_230.jpg,offensive,,
230,image_231.jpg,not_offensive,,
231,image_232.jpg,offensive,,
232,image_233.png,offensive,,
233,image_234.png,offensive,,
234,image_235.png,offensive,,
235,image_236.png,offensive,,
236,image_237.png,offensive,,
237,image_238.jpg,offensive,,
238,image_239.png,not_offensive,,
239,image_240.png,not_offensive,,
240,image_241.png,not_offensive,,
241,image_242.png,not_offensive,,
242,image_243.png,not_offensive,,
243,image_244.jpg,not_offensive,,
244,image_245.jpg,not_offensive,,
245,image_246.png,not_offensive,,
246,image_247.jpg,offensive,,
247,image_248.jpg,not_offensive,,
248,image_249.png,offensive,,
249,image_250.png,offensive,,
250,image_251.png,not_offensive,,
251,image_252.png,offensive,,
252,image_253.jpg,not_offensive,,
253,image_254.png,not_offensive,,
254,image_255.jpg,not_offensive,,
255,image_256.png,offensive,,
256,image_257.png,offensive,,
257,image_258.jpg,offensive,,
258,image_259.png,not_offensive,,
259,image_260.jpg,not_offensive,,
260,image_261.png,not_offensive,,
261,image_262.jpg,not_offensive,,
262,image_263.jpg,offensive,,
263,image_264.jpg,not_offensive,,
264,image_265.jpg,offensive,,
265,image_266.jpg,offensive,,
266,image_267.jpg,not_offensive,,
267,image_268.jpg,offensive,,
268,image_269.jpg,offensive,,
269,image_270.jpg,not_offensive,,
270,image_271.jpg,not_offensive,,
271,image_272.jpg,not_offensive,,
272,image_273.jpg,not_offensive,,
273,image_274.jpg,not_offensive,,
274,image_275.jpg,offensive,,
275,image_276.jpg,offensive,,
276,image_277.jpg,offensive,,
277,image_278.jpg,not_offensive,,
278,image_279.jpg,offensive,,
279,image_280.jpg,offensive,,
280,image_281.png,offensive,,
281,image_282.png,not_offensive,,
282,image_283.jpg,offensive,,
283,image_284.PNG,not_offensive,,
284,image_285.jpg,offensive,,
285,image_286.jpg,not_offensive,,
286,image_287.jpg,offensive,,
287,image_288.jpg,offensive,,
288,image_289.jpg,offensive,,
289,image_290.jpg,offensive,,
290,image_291.png,offensive,,
291,image_292.jpg,offensive,,
292,image_293.jpg,offensive,,
293,image_294.jpg,not_offensive,,
294,image_295.jpg,offensive,,
295,image_296.png,offensive,,
296,image_297.jpg,offensive,,
297,image_298.jpg,offensive,,
298,image_299.jpg,not_offensive,,
299,image_300.jpg,not_offensive,,
300,image_301.jpg,not_offensive,,
301,image_302.png,offensive,,
302,image_303.jpg,not_offensive,,
303,image_304.jpeg,offensive,,
304,image_305.jpeg,not_offensive,,
305,image_306.jpeg,offensive,,
306,image_307.jpeg,offensive,,
307,image_308.jpg,offensive,,
308,image_309.jpg,not_offensive,,
309,image_310.jpg,offensive,,
310,image_311.jpg,offensive,,
311,image_312.jpg,not_offensive,,
312,image_313.jpg,offensive,,
313,image_314.jpg,offensive,,
314,image_315.jpg,not_offensive,,
315,image_316.jpg,offensive,,
316,image_317.jpg,not_offensive,,
317,image_318.jpg,offensive,,
318,image_319.png,offensive,,
319,image_320.jpg,offensive,,
320,image_321.jpg,not_offensive,,
321,image_322.jpg,not_offensive,,
322,image_323.jpg,offensive,,
323,image_324.jpg,offensive,,
324,image_325.jpg,not_offensive,,
325,image_326.jpg,offensive,,
326,image_327.jpeg,offensive,,
327,image_328.jpg,not_offensive,,
328,image_329.jpg,not_offensive,,
329,image_330.jpg,offensive,,
330,image_331.jpg,offensive,,
331,image_332.jpg,hateful_offensive,,
332,image_333.jpg,not_offensive,,
333,image_334.jpg,not_offensive,,
334,image_335.jpg,not_offensive,,
335,image_336.jpg,not_offensive,,
336,image_337.jpg,offensive,,
337,image_338.jpg,offensive,,
338,image_339.jpg,offensive,,
339,image_340.jpg,not_offensive,,
340,image_341.jpg,not_offensive,,
341,image_342.png,offensive,,
342,image_343.png,offensive,,
343,image_344.png,offensive,,
344,image_345.png,offensive,,
345,image_346.png,not_offensive,,
346,image_347.png,offensive,,
347,image_348.jpg,offensive,,
348,image_349.png,not_offensive,,
349,image_350.jpg,not_offensive,,
350,image_351.png,not_offensive,,
351,image_352.png,not_offensive,,
352,image_353.png,not_offensive,,
353,image_354.jpg,not_offensive,,
354,image_355.jpg,offensive,,
355,image_356.jpg,offensive,,
356,image_357.png,offensive,,
357,image_358.jpg,not_offensive,,
358,image_359.jpg,offensive,,
359,image_360.jpg,not_offensive,,
360,image_361.png,not_offensive,,
361,image_362.jpg,not_offensive,,
362,image_363.jpg,offensive,,
363,image_364.jpg,not_offensive,,
364,image_365.png,not_offensive,,
365,image_366.jpg,hateful_offensive,,
366,image_367.jpg,offensive,,
367,image_368.jpg,not_offensive,,
368,image_369.jpg,not_offensive,,
369,image_370.jpg,not_offensive,,
370,image_371.jpg,offensive,,
371,image_372.jpg,offensive,,
372,image_373.png,offensive,,
373,image_374.jpg,offensive,,
374,image_375.jpg,not_offensive,,
375,image_376.jpg,not_offensive,,
376,image_377.jpg,not_offensive,,
377,image_378.jpg,offensive,,
378,image_379.jpg,offensive,,
379,image_380.jpg,offensive,,
380,image_381.jpeg,offensive,,
381,image_382.png,not_offensive,,
382,image_383.jpg,offensive,,
383,image_384.jpg,hateful_offensive,,
384,image_385.jpg,not_offensive,,
385,image_386.jpg,not_offensive,,
386,image_387.png,offensive,,
387,image_388.jpg,not_offensive,,
388,image_389.jpg,not_offensive,,
389,image_390.png,not_offensive,,
390,image_391.jpg,offensive,,
391,image_392.jpg,offensive,,
392,image_393.jpg,not_offensive,,
393,image_394.png,offensive,,
394,image_395.png,offensive,,
395,image_396.jpg,not_offensive,,
396,image_397.jpg,offensive,,
397,image_398.png,not_offensive,,
